#RUN ON SOFTWARE VERSION:
1.3
#FIELD CONFIGURATIONS
Magnet: EM4-CSB
Power supply: LS643
Head amplitude: 100%
Gap settings: Gap 3 - SSVT
Coil set name: LC-86
Coil set serial number: A1341
Coil set balance number: 0.1
Moment X calibration value: -0.0854380968776596 A·m²/volt
Moment X calibration field: 0.5 T
Moment X calibration expected moment: 0.00692 A·m²
Moment X calibration standard ID: 
Moment X calibration comments: 
#SAMPLE SETTINGS
ID: Sample1
Volume: 1.00000 cm³
Area: 1.00000 cm²
Mass: 1.00000 g
Demagnetization factor: 0.00000 in SI µ0H
#FORC MEASUREMENT
#ACQUISITION SETUP
Saturation field: 1.5 T
FORC type: Classic
Max Hc field: 200 mT
Max Hu field: 100 mT
Min Hu field: -100 mT
Pause at calibration field: 1 s
Number of FORCs: 251
Pause at saturation field: 0.1 s
Pause at reversal fields: 1 s
Field step size: 1.6 mT
Averaging time: 0.1 s
#ADVANCED ACQUISITION SETUP
Acquisition mode: Continuous
Pause at +/-max fields: 0 s
Moment meter range mode: Auto
Gaussmeter range mode: Manual
Gaussmeter fixed range: F0 (3.5 T)
#DISPLAY SETUP
X axis: Field (µ0H)
Left Y axis: Moment (m)
Right Y axis: None
START TIME: 09/19/2023 12:12:00.401 PM
FINISH TIME: 09/19/2023 02:00:35.701 PM
#DATA: 1
##DATA TABLE Moment (m) [A·m²] vs Field (µ0H) [T]
Step,Iteration,Segment,Field (µ0H) [T],Moment (m) [A·m²],Time Stamp [s],Field Status,Moment (m) Status
1,0,0,0.29981130288479396,1.1532817254763294E-05,0,GOOD,GOOD

1,0,1,0.099964473194615447,6.6827933229315972E-06,3.23,GOOD,GOOD

1,0,2,0.29979668743418436,1.1534108782278521E-05,7.19,GOOD,GOOD

1,0,3,0.098362309630794481,6.6331584086833025E-06,10.37,GOOD,GOOD
1,0,3,0.10047573094346068,6.6968616233222338E-06,10.74,GOOD,GOOD
1,0,3,0.1020822334735131,6.747139255272681E-06,10.84,GOOD,GOOD

1,0,4,0.29979462316890204,1.1537621195046392E-05,14.8,GOOD,GOOD

1,0,5,0.096761258084711185,6.5837815388475853E-06,17.98,GOOD,GOOD
1,0,5,0.098715248121969121,6.6433076789842969E-06,18.34,GOOD,GOOD
1,0,5,0.10032067689835483,6.6942575567255432E-06,18.44,GOOD,GOOD
1,0,5,0.10193343848474276,6.7398909487291736E-06,18.54,GOOD,GOOD
1,0,5,0.10354364686058025,6.7901208384226085E-06,18.64,GOOD,GOOD

1,0,6,0.29979545048208484,1.1531560539310472E-05,22.59,GOOD,GOOD

1,0,7,0.095161696061399931,6.5316367370642864E-06,25.77,GOOD,GOOD
1,0,7,0.097112167647728842,6.5937691195515885E-06,26.12,GOOD,GOOD
1,0,7,0.098717498705038279,6.6425392027067059E-06,26.22,GOOD,GOOD
1,0,7,0.10033092606999032,6.692272958346471E-06,26.32,GOOD,GOOD
1,0,7,0.10194116963052537,6.7416472794419048E-06,26.42,GOOD,GOOD
1,0,7,0.10354948572000398,6.7883922330310067E-06,26.52,GOOD,GOOD
1,0,7,0.10515638529138714,6.8383009192843573E-06,26.62,GOOD,GOOD

1,0,8,0.29979153789647056,1.1540263306254143E-05,30.56,GOOD,GOOD

1,0,9,0.093561290058818816,6.4806097133061747E-06,33.74,GOOD,GOOD
1,0,9,0.095512087422356368,6.5400440366282928E-06,34.1,GOOD,GOOD
1,0,9,0.097117284570254633,6.5907739767324159E-06,34.2,GOOD,GOOD
1,0,9,0.098731134556880457,6.6421434641544374E-06,34.3,GOOD,GOOD
1,0,9,0.10034183956500062,6.6882958045454922E-06,34.4,GOOD,GOOD
1,0,9,0.10195018533934244,6.7374352685484857E-06,34.5,GOOD,GOOD
1,0,9,0.10355514262141272,6.7861866402200593E-06,34.6,GOOD,GOOD
1,0,9,0.1051622872120701,6.8385257057444592E-06,34.7,GOOD,GOOD
1,0,9,0.10676666067335373,6.8825357988452629E-06,34.8,GOOD,GOOD

1,0,10,0.29979522678113185,1.1536571114049705E-05,38.75,GOOD,GOOD

1,0,11,0.091960995453835945,6.4294464873539026E-06,41.93,GOOD,GOOD
1,0,11,0.093911437452785337,6.4875125101303109E-06,42.29,GOOD,GOOD
1,0,11,0.0955173194147933,6.5411544792546154E-06,42.39,GOOD,GOOD
1,0,11,0.0971302889660174,6.588746547083706E-06,42.49,GOOD,GOOD
1,0,11,0.098742395715454692,6.635885187799971E-06,42.59,GOOD,GOOD
1,0,11,0.10035053353112686,6.6853351629667378E-06,42.69,GOOD,GOOD
1,0,11,0.10195562562087161,6.7355404977232975E-06,42.79,GOOD,GOOD
1,0,11,0.1035615399200259,6.7884863499282946E-06,42.89,GOOD,GOOD
1,0,11,0.10516599460964671,6.8360029501792425E-06,42.99,GOOD,GOOD
1,0,11,0.10676992194867461,6.8837640430041896E-06,43.09,GOOD,GOOD
1,0,11,0.10837196788149704,6.9353713092453174E-06,43.19,GOOD,GOOD

1,0,12,0.29979468815055937,1.1536255318912174E-05,47.14,GOOD,GOOD

1,0,13,0.090361181631165036,6.373445379357687E-06,50.32,GOOD,GOOD
1,0,13,0.092314093463709029,6.4374059546008265E-06,50.68,GOOD,GOOD
1,0,13,0.09391910717666023,6.4862025197891308E-06,50.78,GOOD,GOOD
1,0,13,0.095533344672848616,6.535757987937864E-06,50.88,GOOD,GOOD
1,0,13,0.097143565217163663,6.589853446339391E-06,50.98,GOOD,GOOD
1,0,13,0.098753701788743903,6.6402120784993271E-06,51.08,GOOD,GOOD
1,0,13,0.10035950453353482,6.6880244569519244E-06,51.18,GOOD,GOOD
1,0,13,0.10196345307690721,6.738024338375896E-06,51.28,GOOD,GOOD
1,0,13,0.1035678035737433,6.788098630583259E-06,51.38,GOOD,GOOD
1,0,13,0.10517167982268559,6.8340216465132199E-06,51.48,GOOD,GOOD
1,0,13,0.10677473515479489,6.8817218803933548E-06,51.58,GOOD,GOOD
1,0,13,0.10837650225957343,6.9318682833014132E-06,51.68,GOOD,GOOD
1,0,13,0.1099792035884043,6.9792078393492742E-06,51.78,GOOD,GOOD

1,0,14,0.29979482800560009,1.1538655983601383E-05,55.73,GOOD,GOOD

1,0,15,0.088760245659587095,6.3221685790518179E-06,58.91,GOOD,GOOD
1,0,15,0.090710562422158789,6.3860676737061744E-06,59.26,GOOD,GOOD
1,0,15,0.09231431716581745,6.4327820424118786E-06,59.36,GOOD,GOOD
1,0,15,0.093927888650364583,6.4844524055161153E-06,59.46,GOOD,GOOD
1,0,15,0.095540631547300872,6.5365316860248172E-06,59.56,GOOD,GOOD
1,0,15,0.097148010491518735,6.5861191066736868E-06,59.66,GOOD,GOOD
1,0,15,0.098755143500480091,6.6346617302996253E-06,59.76,GOOD,GOOD
1,0,15,0.10035892495260473,6.6836029520401015E-06,59.86,GOOD,GOOD
1,0,15,0.10196316252794264,6.7357673977729016E-06,59.96,GOOD,GOOD
1,0,15,0.10356680193716909,6.7836623927093121E-06,60.06,GOOD,GOOD
1,0,15,0.10517053662505582,6.8357646740449607E-06,60.16,GOOD,GOOD
1,0,15,0.10677404571771963,6.8804101494490533E-06,60.26,GOOD,GOOD
1,0,15,0.10837478857214256,6.9275431332051775E-06,60.36,GOOD,GOOD
1,0,15,0.10997673114217907,6.9774886207816423E-06,60.46,GOOD,GOOD
1,0,15,0.11157504878706488,7.0252515785385035E-06,60.56,GOOD,GOOD

1,0,16,0.29979532898749434,1.1530702794958571E-05,64.51,GOOD,GOOD

1,0,17,0.087160734203496654,6.268591074407361E-06,67.69,GOOD,GOOD
1,0,17,0.089112645913526245,6.3319097400855102E-06,68.05,GOOD,GOOD
1,0,17,0.090716943921392373,6.3825392846882347E-06,68.15,GOOD,GOOD
1,0,17,0.092328947250125179,6.4371972065551905E-06,68.25,GOOD,GOOD
1,0,17,0.093940735355721519,6.4854641932441581E-06,68.35,GOOD,GOOD
1,0,17,0.095550356394311545,6.5343321853247902E-06,68.45,GOOD,GOOD
1,0,17,0.097156737343592481,6.5842304901238166E-06,68.55,GOOD,GOOD
1,0,17,0.098761118951413956,6.6383284351012293E-06,68.65,GOOD,GOOD
1,0,17,0.10036547211136251,6.6859006724876289E-06,68.75,GOOD,GOOD
1,0,17,0.10196828957876584,6.7333127743869648E-06,68.85,GOOD,GOOD
1,0,17,0.10357156194628712,6.7810172354461051E-06,68.95,GOOD,GOOD
1,0,17,0.10517521331217622,6.8327869372569894E-06,69.05,GOOD,GOOD
1,0,17,0.10677754977069291,6.8803745914138824E-06,69.15,GOOD,GOOD
1,0,17,0.10837851216066224,6.9268187936495644E-06,69.25,GOOD,GOOD
1,0,17,0.1099813555437413,6.9733743944849434E-06,69.35,GOOD,GOOD
1,0,17,0.11157835177824067,7.0223956218045542E-06,69.45,GOOD,GOOD
1,0,17,0.11318192546617495,7.071092910450607E-06,69.55,GOOD,GOOD

1,0,18,0.29979554867711161,1.1533966674466632E-05,73.49,GOOD,GOOD

1,0,19,0.085559903042214933,6.2161481321753208E-06,76.67,GOOD,GOOD
1,0,19,0.087512351802481667,6.2796812650236452E-06,77.03,GOOD,GOOD
1,0,19,0.089118141437605131,6.3322494063515483E-06,77.13,GOOD,GOOD
1,0,19,0.090730654693879323,6.3843630016074778E-06,77.23,GOOD,GOOD
1,0,19,0.09234171846480374,6.4354729526713903E-06,77.33,GOOD,GOOD
1,0,19,0.093950730891862233,6.4861376823229014E-06,77.43,GOOD,GOOD
1,0,19,0.095556953755550525,6.5362077473512582E-06,77.53,GOOD,GOOD
1,0,19,0.097163180137491367,6.5859109802720216E-06,77.63,GOOD,GOOD
1,0,19,0.0987657816983665,6.633643353145485E-06,77.73,GOOD,GOOD
1,0,19,0.10036927432159014,6.683354729602275E-06,77.83,GOOD,GOOD
1,0,19,0.10197198649764479,6.734831264116192E-06,77.93,GOOD,GOOD
1,0,19,0.10357604713192695,6.7839734011882634E-06,78.03,GOOD,GOOD
1,0,19,0.1051778650807111,6.83103756895674E-06,78.13,GOOD,GOOD
1,0,19,0.1067809250262389,6.8797358522331479E-06,78.23,GOOD,GOOD
1,0,19,0.10838247730294238,6.9283344859809199E-06,78.33,GOOD,GOOD
1,0,19,0.10998224178369971,6.9763226653486633E-06,78.43,GOOD,GOOD
1,0,19,0.11158108046896337,7.0216199344568933E-06,78.53,GOOD,GOOD
1,0,19,0.11318434487685809,7.0706074686732481E-06,78.63,GOOD,GOOD
1,0,19,0.11478965317228693,7.1177341738252598E-06,78.73,GOOD,GOOD

1,0,20,0.29979571171017916,1.1539805651962308E-05,82.67,GOOD,GOOD

1,0,21,0.083960235561310034,6.1643160173096951E-06,85.86,GOOD,GOOD
1,0,21,0.08591318558654884,6.225834215553137E-06,86.22,GOOD,GOOD
1,0,21,0.087519312292884982,6.2761691009133602E-06,86.32,GOOD,GOOD
1,0,21,0.089132070441553121,6.3300878259337852E-06,86.42,GOOD,GOOD
1,0,21,0.090742433935190853,6.3833003634025635E-06,86.52,GOOD,GOOD
1,0,21,0.092351376224921858,6.4313990089040448E-06,86.62,GOOD,GOOD
1,0,21,0.093958029222144912,6.4844842958518541E-06,86.72,GOOD,GOOD
1,0,21,0.095562728267688093,6.5360612258671714E-06,86.82,GOOD,GOOD
1,0,21,0.097167320588485692,6.5816795119222943E-06,86.92,GOOD,GOOD
1,0,21,0.098769753537575999,6.6329502201172413E-06,87.02,GOOD,GOOD
1,0,21,0.10037377526355414,6.6843218832931627E-06,87.12,GOOD,GOOD
1,0,21,0.10197558848744462,6.7326036029442561E-06,87.22,GOOD,GOOD
1,0,21,0.10357871837084576,6.7812911317799555E-06,87.32,GOOD,GOOD
1,0,21,0.10518179628796667,6.8294842050007104E-06,87.42,GOOD,GOOD
1,0,21,0.10678375424705289,6.8787136830507793E-06,87.52,GOOD,GOOD
1,0,21,0.10838462013908781,6.9295266126251017E-06,87.62,GOOD,GOOD
1,0,21,0.10998498870134756,6.9769814214652817E-06,87.72,GOOD,GOOD
1,0,21,0.1115834312365241,7.0256978567456568E-06,87.82,GOOD,GOOD
1,0,21,0.11318811680507324,7.0719793125895948E-06,87.92,GOOD,GOOD
1,0,21,0.11479157535009783,7.1162978032646696E-06,88.02,GOOD,GOOD
1,0,21,0.11639344656362466,7.1622383495546269E-06,88.12,GOOD,GOOD

1,0,22,0.29979596308881262,1.1536171272647224E-05,92.06,GOOD,GOOD

1,0,23,0.082359919587717087,6.1079710780328328E-06,95.24,GOOD,GOOD
1,0,23,0.084307970790840084,6.1725304207493391E-06,95.59,GOOD,GOOD
1,0,23,0.085913842684326877,6.2231546813783038E-06,95.69,GOOD,GOOD
1,0,23,0.087528030718715524,6.278233394049582E-06,95.79,GOOD,GOOD
1,0,23,0.089140035794188915,6.3317666376432674E-06,95.89,GOOD,GOOD
1,0,23,0.090747154870651964,6.3776077830621795E-06,95.99,GOOD,GOOD
1,0,23,0.092354749517992593,6.4310468475941802E-06,96.09,GOOD,GOOD
1,0,23,0.093959298873420083,6.4807052599845972E-06,96.19,GOOD,GOOD
1,0,23,0.095562890071889242,6.5311292890903368E-06,96.29,GOOD,GOOD
1,0,23,0.097167058000232606,6.5838248674324011E-06,96.39,GOOD,GOOD
1,0,23,0.098770405565230451,6.6317903567951826E-06,96.49,GOOD,GOOD
1,0,23,0.10037229343088597,6.6845006680993726E-06,96.59,GOOD,GOOD
1,0,23,0.10197390246299615,6.7321046093283188E-06,96.69,GOOD,GOOD
1,0,23,0.10357802278928786,6.7789410689100275E-06,96.79,GOOD,GOOD
1,0,23,0.10518026667676167,6.829724656888893E-06,96.89,GOOD,GOOD
1,0,23,0.10678208147872133,6.8803300817055219E-06,96.99,GOOD,GOOD
1,0,23,0.10838262235222135,6.927536046463902E-06,97.09,GOOD,GOOD
1,0,23,0.10998337247615966,6.9743452780396602E-06,97.19,GOOD,GOOD
1,0,23,0.11158163640054154,7.0224572267221317E-06,97.29,GOOD,GOOD
1,0,23,0.11318602503798152,7.0684085274527968E-06,97.39,GOOD,GOOD
1,0,23,0.11478981822175958,7.1182501383216204E-06,97.49,GOOD,GOOD
1,0,23,0.11639138698504504,7.165185439294802E-06,97.59,GOOD,GOOD
1,0,23,0.117992121026474,7.2096412511231842E-06,97.69,GOOD,GOOD

1,0,24,0.29979634559650437,1.1539316045170341E-05,101.63,GOOD,GOOD

1,0,25,0.080759448468505066,6.0541595244330978E-06,104.81,GOOD,GOOD
1,0,25,0.082711203095142696,6.1158147951722598E-06,105.17,GOOD,GOOD
1,0,25,0.084316964739083566,6.1724797567656606E-06,105.27,GOOD,GOOD
1,0,25,0.085929334576884994,6.2219007633233548E-06,105.37,GOOD,GOOD
1,0,25,0.08754317464643091,6.2723755807415674E-06,105.47,GOOD,GOOD
1,0,25,0.089150571275248086,6.3284399099296874E-06,105.57,GOOD,GOOD
1,0,25,0.09075663241078287,6.3776054829794843E-06,105.67,GOOD,GOOD
1,0,25,0.092361675124465373,6.4302553704896424E-06,105.77,GOOD,GOOD
1,0,25,0.093965864337096208,6.4815589636506833E-06,105.87,GOOD,GOOD
1,0,25,0.095569795108015193,6.5304656841507414E-06,105.97,GOOD,GOOD
1,0,25,0.097173108662594751,6.5817490117183094E-06,106.07,GOOD,GOOD
1,0,25,0.098774308969433025,6.6340589843048412E-06,106.17,GOOD,GOOD
1,0,25,0.10037748304316757,6.6792001586118232E-06,106.27,GOOD,GOOD
1,0,25,0.10197983654133938,6.7302669675841121E-06,106.37,GOOD,GOOD
1,0,25,0.10358230400540126,6.7796227636891951E-06,106.47,GOOD,GOOD
1,0,25,0.10518397597158767,6.8288357060096217E-06,106.57,GOOD,GOOD
1,0,25,0.1067863591976374,6.8777612001576196E-06,106.67,GOOD,GOOD
1,0,25,0.10838655597159008,6.9236668722207745E-06,106.77,GOOD,GOOD
1,0,25,0.10998662760985885,6.9760461581101326E-06,106.87,GOOD,GOOD
1,0,25,0.11158652703253125,7.0232201082039787E-06,106.97,GOOD,GOOD
1,0,25,0.11319087203691056,7.0700571894296599E-06,107.07,GOOD,GOOD
1,0,25,0.11479439116809681,7.1177552475558948E-06,107.17,GOOD,GOOD
1,0,25,0.11639516000191054,7.1644728488102501E-06,107.27,GOOD,GOOD
1,0,25,0.11799678721820203,7.2117770954805275E-06,107.37,GOOD,GOOD
1,0,25,0.11959750665264292,7.2570418526090471E-06,107.47,GOOD,GOOD

1,0,26,0.29979533612629972,1.1536508825323759E-05,111.41,GOOD,GOOD

1,0,27,0.079158513467292191,6.0006275241273557E-06,114.59,GOOD,GOOD
1,0,27,0.081112500079930927,6.0630951592084975E-06,114.94,GOOD,GOOD
1,0,27,0.082717457408917117,6.1132229749618083E-06,115.04,GOOD,GOOD
1,0,27,0.084331228995772625,6.17122018175057E-06,115.14,GOOD,GOOD
1,0,27,0.085943904847851874,6.2205358196550923E-06,115.24,GOOD,GOOD
1,0,27,0.087552283497588729,6.2756807995737329E-06,115.34,GOOD,GOOD
1,0,27,0.089158635760222552,6.3267073881810652E-06,115.44,GOOD,GOOD
1,0,27,0.090763031413031617,6.3776361300272805E-06,115.54,GOOD,GOOD
1,0,27,0.092367206588691783,6.4311357426821067E-06,115.64,GOOD,GOOD
1,0,27,0.093970952951098113,6.4798731273643225E-06,115.74,GOOD,GOOD
1,0,27,0.095574361332146432,6.5289373102823647E-06,115.84,GOOD,GOOD
1,0,27,0.097176798659895841,6.5803950711483427E-06,115.94,GOOD,GOOD
1,0,27,0.098780054631967124,6.630711742340201E-06,116.04,GOOD,GOOD
1,0,27,0.10038095912404434,6.681181897428627E-06,116.14,GOOD,GOOD
1,0,27,0.10198354083357178,6.7316278705665614E-06,116.24,GOOD,GOOD
1,0,27,0.10358575706308201,6.7788911508991152E-06,116.34,GOOD,GOOD
1,0,27,0.10518787654097728,6.8302574679368816E-06,116.44,GOOD,GOOD
1,0,27,0.1067892878851175,6.8752717025448803E-06,116.54,GOOD,GOOD
1,0,27,0.10839042461874181,6.9270822463646937E-06,116.64,GOOD,GOOD
1,0,27,0.10998981353787673,6.9750612875660554E-06,116.74,GOOD,GOOD
1,0,27,0.11159017492127325,7.0214455011584858E-06,116.84,GOOD,GOOD
1,0,27,0.11319470276563762,7.0664269751291852E-06,116.94,GOOD,GOOD
1,0,27,0.11479701597226963,7.1158236132431956E-06,117.04,GOOD,GOOD
1,0,27,0.11639842797269634,7.1609366892426647E-06,117.14,GOOD,GOOD
1,0,27,0.11800031213891311,7.211318011407561E-06,117.24,GOOD,GOOD
1,0,27,0.11960036317456932,7.2574691085106725E-06,117.34,GOOD,GOOD
1,0,27,0.12120220502907461,7.3047745984688923E-06,117.44,GOOD,GOOD

1,0,28,0.29979930084385525,1.153863944787174E-05,121.39,GOOD,GOOD

1,0,29,0.07755865166619387,5.9402742245221427E-06,124.57,GOOD,GOOD
1,0,29,0.079512508036729754,6.0090966151021309E-06,124.93,GOOD,GOOD
1,0,29,0.081117080651600615,6.0614236207334821E-06,125.03,GOOD,GOOD
1,0,29,0.082730119744264419,6.1134229578274452E-06,125.13,GOOD,GOOD
1,0,29,0.084341894846028387,6.1665012823627744E-06,125.23,GOOD,GOOD
1,0,29,0.085952292875308478,6.2181140190708509E-06,125.33,GOOD,GOOD
1,0,29,0.087558082474905596,6.2726956030581051E-06,125.43,GOOD,GOOD
1,0,29,0.089162164522966006,6.3252243943226113E-06,125.53,GOOD,GOOD
1,0,29,0.090766353685283685,6.3765325876490403E-06,125.63,GOOD,GOOD
1,0,29,0.092370483930197686,6.4279039400029767E-06,125.73,GOOD,GOOD
1,0,29,0.093973571931508251,6.4770589451052589E-06,125.83,GOOD,GOOD
1,0,29,0.095575411512334549,6.5313015466348444E-06,125.93,GOOD,GOOD
1,0,29,0.097178668651494354,6.5815839652438709E-06,126.03,GOOD,GOOD
1,0,29,0.098780941325256652,6.630077168174075E-06,126.13,GOOD,GOOD
1,0,29,0.10038164687512661,6.680644113228866E-06,126.23,GOOD,GOOD
1,0,29,0.10198497908329253,6.7272534862677801E-06,126.33,GOOD,GOOD
1,0,29,0.10358785464979575,6.7782092074623595E-06,126.43,GOOD,GOOD
1,0,29,0.10518919421488533,6.8278779391427039E-06,126.53,GOOD,GOOD
1,0,29,0.10678989679749538,6.8751556416153976E-06,126.63,GOOD,GOOD
1,0,29,0.10839053132754099,6.9249360205530263E-06,126.73,GOOD,GOOD
1,0,29,0.10999116163421323,6.9712689485178074E-06,126.83,GOOD,GOOD
1,0,29,0.11158993551263757,7.0211817997857666E-06,126.93,GOOD,GOOD
1,0,29,0.11319522378329348,7.0683182647481316E-06,127.03,GOOD,GOOD
1,0,29,0.11479740014931027,7.1161403408466837E-06,127.13,GOOD,GOOD
1,0,29,0.11639888025725235,7.1615504383357454E-06,127.23,GOOD,GOOD
1,0,29,0.11800027738368787,7.2084637331123345E-06,127.33,GOOD,GOOD
1,0,29,0.11960027538873272,7.2567223897720834E-06,127.43,GOOD,GOOD
1,0,29,0.12120348663100337,7.301722513061928E-06,127.53,GOOD,GOOD
1,0,29,0.12280417109206758,7.3507352238591304E-06,127.63,GOOD,GOOD

1,0,30,0.29979561058056897,1.1538314576732226E-05,131.56,GOOD,GOOD

1,0,31,0.075958855338273581,5.8877131077711174E-06,134.74,GOOD,GOOD
1,0,31,0.077913609919407309,5.9494123909034627E-06,135.1,GOOD,GOOD
1,0,31,0.079517777456884556,6.0058837103997351E-06,135.2,GOOD,GOOD
1,0,31,0.081132117475749665,6.0628392905498207E-06,135.3,GOOD,GOOD
1,0,31,0.082742157655108631,6.1121620773600153E-06,135.4,GOOD,GOOD
1,0,31,0.084352128941683646,6.1648746265825013E-06,135.5,GOOD,GOOD
1,0,31,0.085959249539343238,6.2202352547948629E-06,135.6,GOOD,GOOD
1,0,31,0.087563996680327175,6.272331568348384E-06,135.7,GOOD,GOOD
1,0,31,0.089166304021310122,6.3214664943503864E-06,135.8,GOOD,GOOD
1,0,31,0.090770612271388995,6.3761807371611615E-06,135.9,GOOD,GOOD
1,0,31,0.092374088554787653,6.4285958297432771E-06,136,GOOD,GOOD
1,0,31,0.093977307914560743,6.4788165812703293E-06,136.1,GOOD,GOOD
1,0,31,0.095579449747108358,6.5280431997581306E-06,136.2,GOOD,GOOD
1,0,31,0.097181342146162794,6.5775050483247539E-06,136.3,GOOD,GOOD
1,0,31,0.098782583706042038,6.6288664543751456E-06,136.4,GOOD,GOOD
1,0,31,0.10038532741135515,6.677096080261425E-06,136.5,GOOD,GOOD
1,0,31,0.10198759709848143,6.7281468508192489E-06,136.6,GOOD,GOOD
1,0,31,0.10359020920883495,6.7798635885637611E-06,136.7,GOOD,GOOD
1,0,31,0.10519094941984135,6.8274110845200944E-06,136.8,GOOD,GOOD
1,0,31,0.10679284037073491,6.8776982276233043E-06,136.9,GOOD,GOOD
1,0,31,0.10839356863888155,6.924195145267771E-06,137,GOOD,GOOD
1,0,31,0.10999186652387295,6.9711602229871891E-06,137.1,GOOD,GOOD
1,0,31,0.1115929154944507,7.0181016160712919E-06,137.2,GOOD,GOOD
1,0,31,0.11319760163962218,7.0672198198504582E-06,137.3,GOOD,GOOD
1,0,31,0.11480065025233337,7.1182247130831846E-06,137.4,GOOD,GOOD
1,0,31,0.11640085705441354,7.1600297728526175E-06,137.5,GOOD,GOOD
1,0,31,0.11800284028314879,7.2063337322083243E-06,137.6,GOOD,GOOD
1,0,31,0.11960345399146891,7.2533632744075874E-06,137.7,GOOD,GOOD
1,0,31,0.12120436248404945,7.3019357369441592E-06,137.8,GOOD,GOOD
1,0,31,0.12280656040365848,7.3494742190629052E-06,137.9,GOOD,GOOD
1,0,31,0.12440959397669585,7.3954558560193798E-06,138,GOOD,GOOD

1,0,32,0.29979511688692412,1.1537201212379237E-05,141.93,GOOD,GOOD

1,0,33,0.074358665433390259,5.8285328503401588E-06,145.11,GOOD,GOOD
1,0,33,0.0763128973242993,5.8927966635126066E-06,145.46,GOOD,GOOD
1,0,33,0.077918103594480481,5.947653822272434E-06,145.56,GOOD,GOOD
1,0,33,0.079532339083168369,6.0037072105266549E-06,145.66,GOOD,GOOD
1,0,33,0.081141682176287269,6.0591660584865161E-06,145.76,GOOD,GOOD
1,0,33,0.082751124765305217,6.1113541266902322E-06,145.86,GOOD,GOOD
1,0,33,0.08435826216536646,6.1651282573228813E-06,145.96,GOOD,GOOD
1,0,33,0.085964630221541244,6.2191009410400327E-06,146.06,GOOD,GOOD
1,0,33,0.087566883684365424,6.2683079777427312E-06,146.16,GOOD,GOOD
1,0,33,0.089170294681629111,6.3190754651427348E-06,146.26,GOOD,GOOD
1,0,33,0.090773857820886081,6.3743585121874498E-06,146.36,GOOD,GOOD
1,0,33,0.092376653750885288,6.4263062528317779E-06,146.46,GOOD,GOOD
1,0,33,0.093979310590564483,6.4765373858131543E-06,146.56,GOOD,GOOD
1,0,33,0.095581872894439895,6.5277375995817328E-06,146.66,GOOD,GOOD
1,0,33,0.097183582903636614,6.5767923956758051E-06,146.76,GOOD,GOOD
1,0,33,0.098785130965682935,6.6278465852754731E-06,146.86,GOOD,GOOD
1,0,33,0.10038690009075533,6.6764333456233894E-06,146.96,GOOD,GOOD
1,0,33,0.10198986504233459,6.7278196174326429E-06,147.06,GOOD,GOOD
1,0,33,0.10359090836864002,6.7773029127162831E-06,147.16,GOOD,GOOD
1,0,33,0.10519323810688863,6.8275401378085807E-06,147.26,GOOD,GOOD
1,0,33,0.10679397627233682,6.8764124192326166E-06,147.36,GOOD,GOOD
1,0,33,0.10839484660357573,6.9255444856723488E-06,147.46,GOOD,GOOD
1,0,33,0.1099926774350984,6.9712935034546825E-06,147.56,GOOD,GOOD
1,0,33,0.11159489886884622,7.017395428519647E-06,147.66,GOOD,GOOD
1,0,33,0.11319945563237092,7.0671904160906061E-06,147.76,GOOD,GOOD
1,0,33,0.11480111427991969,7.1148509269209606E-06,147.86,GOOD,GOOD
1,0,33,0.11640260335749447,7.1598292926718026E-06,147.96,GOOD,GOOD
1,0,33,0.1180044244053008,7.2063470353893145E-06,148.06,GOOD,GOOD
1,0,33,0.11960448126803037,7.2539573795511677E-06,148.16,GOOD,GOOD
1,0,33,0.12120635319283658,7.2995219555671507E-06,148.26,GOOD,GOOD
1,0,33,0.12280752224714397,7.3459128829144739E-06,148.36,GOOD,GOOD
1,0,33,0.12441025227938189,7.3897441912090694E-06,148.46,GOOD,GOOD
1,0,33,0.12600977242505185,7.437256875102997E-06,148.56,GOOD,GOOD

1,0,34,0.29979547799281936,1.1540912675546788E-05,152.49,GOOD,GOOD

1,0,35,0.072758004222938752,5.7734174606745625E-06,155.67,GOOD,GOOD
1,0,35,0.074712528081450888,5.8385852685103914E-06,156.03,GOOD,GOOD
1,0,35,0.076317636593874499,5.8913098776259251E-06,156.13,GOOD,GOOD
1,0,35,0.077932050313227613,5.9473508330007156E-06,156.23,GOOD,GOOD
1,0,35,0.079542310718685671,6.0028797402361667E-06,156.33,GOOD,GOOD
1,0,35,0.081151019056003137,6.0558829701797359E-06,156.43,GOOD,GOOD
1,0,35,0.082758116644064267,6.1136732938547765E-06,156.53,GOOD,GOOD
1,0,35,0.084363122297326745,6.1646226742808457E-06,156.63,GOOD,GOOD
1,0,35,0.085968973464908727,6.2151645049191877E-06,156.73,GOOD,GOOD
1,0,35,0.08757068556148366,6.2655887205181186E-06,156.83,GOOD,GOOD
1,0,35,0.089173393889558458,6.3192781832418465E-06,156.93,GOOD,GOOD
1,0,35,0.090775614930613063,6.372181887985576E-06,157.03,GOOD,GOOD
1,0,35,0.092379658775424131,6.4254835691998707E-06,157.13,GOOD,GOOD
1,0,35,0.093981518883184817,6.4743930870978004E-06,157.23,GOOD,GOOD
1,0,35,0.095584449102221247,6.5237473912573502E-06,157.33,GOOD,GOOD
